PH,AMMONIA,TEMP,DO,do,TURBIDITY
7.8257,0.03256,22.6781,6.897,Good,37.5979
5.9476,0.02983,20.1752,14.9148,Excellent,31.5513
7.0647,0.02625,29.4108,16.909,Excellent,35.1592
6.2984,0.0382,27.7053,6.6559,Good,31.6224
6.2931,0.0205,27.5366,8.8243,Excellent,26.0728
7.0482,0.0439,30.2732,11.1707,Excellent,19.6032
6.4773,0.04337,24.6549,8.4349,Good,25.5208
8.4461,0.02864,25.8426,18.463,Excellent,30.9432
8.9264,0.02835,25.6205,16.8119,Excellent,19.3583
8.3255,0.03347,19.9624,9.6763,Excellent,37.9538
8.5044,0.03811,27.1657,7.3229,Good,36.0745
7.089,0.01511,29.9595,8.0533,Good,22.8066
7.1034,0.03089,20.4356,14.807,Excellent,25.6623
7.645,0.02699,20.4771,14.2891,Excellent,26.0442
8.5473,0.0349,25.1041,15.0006,Excellent,25.8091
6.8627,0.02594,18.7561,5.085,Fair,27.2106
7.1904,0.02624,23.3758,15.7752,Excellent,28.6366
8.9627,0.02815,30.5285,13.7706,Excellent,22.2375
6.3362,0.02523,20.1619,17.8392,Excellent,28.6565
8.3264,0.03645,26.9115,12.2213,Excellent,15.7929
6.8859,0.02887,20.202,19.2224,Excellent,22.2195
8.0097,0.01775,29.4577,19.0927,Excellent,34.0438
8.6296,0.02487,19.5427,11.7337,Excellent,23.8971
8.6407,0.03724,19.5335,13.4069,Excellent,30.904
6.9334,0.0309,30.2089,10.1498,Excellent,23.8425
7.7157,0.02137,18.3133,14.0352,Excellent,16.1725
7.6769,0.01855,20.7624,12.4735,Excellent,19.9015
7.5836,0.02052,21.7443,7.5301,Good,29.0096
8.6262,0.04457,21.9026,18.7277,Excellent,28.6463
7.4555,0.02065,19.387,16.4021,Excellent,39.8402
8.455,0.02861,30.432,6.5067,Good,18.7804
8.0725,0.04096,18.1088,17.7731,Excellent,22.0708
8.5677,0.02042,22.0189,14.9179,Excellent,36.0379
5.9392,0.0431,29.6933,16.5291,Excellent,37.1882
6.016,0.02133,19.1065,7.033,Good,15.9534
6.1237,0.04025,23.4991,13.0945,Excellent,31.928
7.9774,0.03068,18.4666,9.2243,Excellent,35.4411
6.527,0.01865,23.0867,7.014,Good,22.4741
5.9282,0.02946,28.1911,15.7432,Excellent,18.0552
6.1476,0.0372,20.0657,14.8827,Excellent,30.0345
6.5113,0.01561,23.0555,12.4254,Excellent,22.2405
7.9601,0.03668,19.3865,14.2242,Excellent,17.6904
6.7003,0.03028,21.4544,5.0746,Fair,37.2556
8.9805,0.04118,27.5582,7.9396,Good,28.4478
7.141,0.01728,21.9259,7.0334,Good,35.3446
6.8952,0.02493,22.6338,19.1451,Excellent,25.3232
7.586,0.03378,18.685,12.616,Excellent,15.9703
8.9954,0.03904,22.6418,9.6985,Excellent,33.0402
8.2578,0.03496,25.0742,12.2608,Excellent,21.4166
8.3533,0.02088,24.2313,9.0653,Excellent,32.1073
7.0517,0.02576,23.7786,16.617,Excellent,33.1237
7.9092,0.04399,30.2293,8.953,Excellent,27.2389
8.3004,0.01967,24.936,15.7025,Excellent,27.8985
8.2038,0.04264,20.9491,18.1056,Excellent,22.9225
7.8652,0.01921,25.4836,11.9392,Excellent,25.6536
7.7052,0.03752,29.4793,16.4097,Excellent,24.3118
7.8024,0.02788,24.7425,18.9632,Excellent,15.5199
8.9072,0.0321,25.1938,8.1206,Good,30.0531
6.6191,0.03107,24.2115,15.4028,Excellent,15.201
7.5514,0.02094,20.9251,6.9645,Good,31.6408
7.1824,0.01895,25.6293,19.2957,Excellent,20.7884
8.7344,0.03917,18.1682,10.9461,Excellent,27.5374
6.6647,0.03927,19.2075,15.721,Excellent,29.6118
7.8973,0.03881,26.6565,9.9767,Excellent,32.0366
6.6652,0.03065,24.3952,11.3052,Excellent,18.5459
7.7829,0.02527,23.1436,18.1986,Excellent,29.0738
8.6221,0.03441,29.8069,8.2397,Good,33.4415
6.2113,0.02626,28.7276,6.5788,Good,37.1059
6.4516,0.01739,18.6997,11.7575,Excellent,26.3619
6.0941,0.03015,23.2426,19.4371,Excellent,37.61
7.0454,0.02762,22.6751,9.8064,Excellent,26.2609
6.2611,0.01614,30.6722,13.7299,Excellent,23.8769
7.3154,0.02408,24.0937,7.8768,Good,26.8719
7.0992,0.02667,22.4621,5.3969,Fair,22.5752
7.6028,0.02866,26.4193,14.2876,Excellent,19.1641
7.9481,0.01898,21.5561,9.2322,Excellent,35.7173
8.2523,0.01943,29.3673,9.9395,Excellent,19.2968
5.7736,0.0365,26.7479,18.5447,Excellent,38.6036
5.7247,0.02755,23.7868,8.1288,Good,18.8389
7.6691,0.03977,30.2343,8.1719,Good,33.2366
5.5235,0.04056,25.9049,19.005,Excellent,21.3561
8.7519,0.03666,29.0222,16.8174,Excellent,16.5022
7.4399,0.03151,25.8104,16.1774,Excellent,19.2862
6.5932,0.02579,25.7476,6.3791,Good,36.3951
7.5555,0.01868,23.9614,7.2962,Good,23.3995
6.9917,0.02319,29.3853,13.7757,Excellent,34.8403
7.4505,0.02286,22.4228,15.4384,Excellent,33.7647
7.2904,0.01905,25.0649,12.3085,Excellent,27.3045
7.4385,0.02824,29.1384,6.7212,Good,20.8443
6.0075,0.04467,30.1771,10.6195,Excellent,24.2673
8.5716,0.0196,29.1971,10.0377,Excellent,26.6126
6.1882,0.03634,25.3646,5.8794,Good,38.6561
7.1567,0.03739,20.6636,15.4162,Excellent,26.8782
5.6105,0.02466,18.8669,17.2874,Excellent,31.132
5.7004,0.03852,24.026,7.4587,Good,29.9997
6.1407,0.01666,29.5311,9.5949,Excellent,16.2978
6.2773,0.01688,23.6547,7.3675,Good,35.1658
7.2657,0.023,27.5431,19.5483,Excellent,17.9245
6.8912,0.02737,28.1913,13.8639,Excellent,38.6986
5.7158,0.04285,29.2473,7.0259,Good,22.5333
8.5178,0.02001,22.7775,10.0286,Excellent,17.4021
5.9077,0.03165,28.1209,6.8711,Good,39.0891
8.354,0.02631,27.2945,10.0943,Excellent,28.5357
8.3225,0.04278,20.9239,13.2146,Excellent,29.6557
7.304,0.03058,27.9057,16.7396,Excellent,28.5315
7.9246,0.01827,25.0359,17.6026,Excellent,28.0369
6.2252,0.03787,22.9021,16.1588,Excellent,35.8655
6.0195,0.03121,28.1745,5.4282,Fair,23.951
8.1072,0.01777,24.4694,13.5715,Excellent,28.2643
6.7953,0.03846,26.5342,12.298,Excellent,15.929
8.8582,0.043,21.2345,5.618,Good,37.1575
8.588,0.02844,30.1058,7.4301,Good,15.1923
8.6847,0.04319,20.4156,17.5069,Excellent,19.3603
8.5054,0.0281,25.5919,12.3033,Excellent,17.8778
5.8406,0.03101,30.212,19.3801,Excellent,21.7033
8.0714,0.02653,28.3126,7.647,Good,17.8816
8.2942,0.03164,18.994,18.9724,Excellent,20.6087
6.2321,0.0228,21.8771,10.5692,Excellent,34.0906
6.5139,0.01919,18.2141,11.8541,Excellent,27.9662
8.2189,0.0346,26.0627,14.7562,Excellent,36.0963
8.5147,0.03508,19.0317,5.3553,Fair,32.3261
6.5999,0.03922,27.6171,16.1034,Excellent,30.1964
6.8298,0.01858,29.0134,5.7673,Good,20.7981
7.3506,0.03686,29.7285,14.0439,Excellent,22.5649
6.2691,0.01705,30.3128,8.5861,Excellent,34.9366
5.7034,0.02909,27.3343,5.9013,Good,27.1975
8.1654,0.04348,30.3302,10.733,Excellent,15.3851
5.7557,0.03,19.9301,7.3814,Good,37.2363
6.0769,0.0302,30.949,6.0107,Good,31.5507
5.9396,0.01931,22.9878,13.7585,Excellent,17.6103
6.0347,0.04114,22.0242,10.7619,Excellent,33.0804
8.1737,0.03486,25.574,15.9801,Excellent,32.1665
7.5441,0.03621,23.311,7.5513,Good,24.0105
8.7678,0.02914,20.4172,15.6424,Excellent,33.5703
8.7558,0.02705,27.7809,16.3221,Excellent,27.4104
8.7282,0.01517,30.663,5.8373,Good,15.9377
7.345,0.03036,21.6942,9.439,Excellent,36.2159
7.507,0.02267,26.4842,10.7553,Excellent,38.7276
7.0423,0.02588,27.543,16.3355,Excellent,34.8615
8.5557,0.0171,29.6454,5.2513,Fair,33.8375
8.0299,0.03641,28.1213,8.1774,Good,33.6787
7.145,0.02796,18.887,9.1005,Excellent,38.8514
7.2554,0.03884,22.9646,13.4198,Excellent,25.3175
6.2877,0.03437,21.5252,19.4176,Excellent,15.9793
6.2961,0.03894,26.9859,6.1637,Good,37.7424
5.5608,0.03456,27.8667,18.8371,Excellent,24.8741
5.6974,0.04481,25.8492,10.8111,Excellent,15.1851
6.8447,0.02947,19.3153,11.5664,Excellent,21.2165
6.1548,0.01663,23.3805,10.0958,Excellent,28.5158
7.5156,0.04245,21.3993,18.8018,Excellent,28.4738
8.0932,0.04381,24.9181,12.0498,Excellent,32.7873
8.6675,0.04413,24.5508,15.8559,Excellent,20.0966
7.4712,0.04194,20.1671,6.6887,Good,28.8147
8.4854,0.02117,28.2229,5.4018,Fair,20.8429
5.744,0.02761,22.9421,15.763,Excellent,18.5034
7.7629,0.03122,21.5712,9.2092,Excellent,17.1149
7.3584,0.01536,30.9789,5.8304,Good,32.1721
7.0176,0.02144,28.5026,9.0506,Excellent,16.4376
5.7989,0.01839,19.2503,15.1755,Excellent,24.4723
5.524,0.02733,29.3095,12.3979,Excellent,24.227
6.3564,0.03713,19.7111,15.1136,Excellent,31.4826
8.155,0.02323,28.996,17.126,Excellent,23.8111
7.3953,0.03933,23.5099,7.6368,Good,23.9068
7.2298,0.01832,29.8263,6.593,Good,16.6721
6.0211,0.036,26.4745,12.7129,Excellent,16.1163
7.9988,0.02281,22.648,6.0449,Good,21.0285
6.2744,0.01586,30.2193,17.9823,Excellent,34.1979
8.9519,0.0181,26.6696,5.4736,Fair,25.4969
7.5833,0.04414,24.4305,11.0022,Excellent,39.8245
7.5399,0.03971,26.6347,16.1123,Excellent,32.94
5.6225,0.03896,18.5338,13.0003,Excellent,25.8902
8.8151,0.01731,29.0158,10.086,Excellent,23.8225
5.9652,0.02673,20.1739,15.7837,Excellent,24.7852
5.6994,0.04427,28.2163,14.3648,Excellent,24.604
7.837,0.02406,19.6148,13.044,Excellent,35.6985
6.8053,0.02101,28.6178,5.8412,Good,33.6365
8.7858,0.019,28.9868,10.9317,Excellent,20.6972
8.294,0.01949,27.7552,19.7464,Excellent,21.0216
8.0539,0.02498,23.4033,16.1215,Excellent,18.661
8.9632,0.02023,19.5288,11.1841,Excellent,24.2425
7.0084,0.01631,23.8105,15.5898,Excellent,26.7753
8.7276,0.04061,30.7799,13.8898,Excellent,24.7807
6.1178,0.03648,24.0815,16.9685,Excellent,38.638
7.9384,0.04001,22.7348,9.9863,Excellent,30.5673
5.5264,0.02472,29.702,16.3305,Excellent,32.3083
6.5873,0.04183,30.1648,5.6572,Good,38.7106
5.7961,0.0341,18.492,15.9088,Excellent,26.5459
7.5962,0.02602,18.8593,15.7283,Excellent,25.7957
5.7415,0.03936,22.8031,8.7376,Excellent,26.5947
6.4743,0.02337,29.7344,14.9149,Excellent,16.2648
8.2733,0.01824,22.3691,8.3553,Good,38.6816
8.1049,0.04023,20.3324,15.5057,Excellent,31.1248
5.8274,0.02608,25.0952,9.5843,Excellent,21.3932
6.78,0.02568,24.5747,16.826,Excellent,34.7238
5.7132,0.04063,26.8441,12.8556,Excellent,26.4413
5.923,0.03504,29.3635,14.4877,Excellent,18.8752
6.73,0.03587,24.878,13.9775,Excellent,15.9092
8.377,0.04203,30.6203,5.9084,Good,36.7279
8.299,0.02068,23.6238,14.3612,Excellent,23.5026
8.2252,0.02276,25.3623,19.887,Excellent,39.8475
7.7505,0.0409,18.4735,17.2387,Excellent,20.049
8.7787,0.02428,23.377,8.4706,Good,31.78
8.3469,0.01559,29.941,11.4427,Excellent,18.2711
8.2129,0.03923,21.5932,6.1763,Good,24.6883
7.6226,0.04147,28.865,11.0784,Excellent,34.5061
7.945,0.03481,24.2328,17.2209,Excellent,24.2445
7.6865,0.04054,29.2388,13.4982,Excellent,37.9686
8.1294,0.04385,20.9553,9.2632,Excellent,38.3566
5.6492,0.01883,28.7083,16.1157,Excellent,25.3166
7.022,0.03563,28.6408,14.5761,Excellent,26.4529
5.9724,0.04188,24.7481,14.4266,Excellent,29.3084
7.7555,0.03488,27.0957,6.7391,Good,34.9278
8.2648,0.04442,22.8251,18.7401,Excellent,38.7912
5.9524,0.03905,30.3214,9.9658,Excellent,31.9208
7.6827,0.03006,30.9229,19.3991,Excellent,17.6683
7.9551,0.02304,26.9844,8.529,Excellent,17.5721
7.3934,0.02407,18.5809,8.0938,Good,23.6897
6.0085,0.02613,22.2023,13.3669,Excellent,29.2489
8.902,0.0275,18.9738,7.893,Good,25.3115
5.7847,0.04402,29.5944,7.5858,Good,39.5154
6.5446,0.01526,28.4775,6.2981,Good,29.192
5.6615,0.04318,18.6243,10.4605,Excellent,37.0555
6.6102,0.04296,26.5446,10.1587,Excellent,33.9332
7.1156,0.03178,20.873,14.8997,Excellent,34.6026
7.3075,0.03773,27.2279,19.5689,Excellent,26.5517
6.5295,0.02121,28.5386,7.806,Good,36.6676
8.9018,0.03891,27.3899,13.1018,Excellent,31.5769
5.5397,0.01507,27.5671,11.3584,Excellent,29.2592
6.7989,0.03125,29.349,16.0421,Excellent,22.3206
5.8828,0.02419,30.0327,16.8546,Excellent,24.2616
5.8708,0.02423,29.5726,7.0847,Good,16.5719
6.1299,0.04,27.9857,6.6442,Good,18.9806
8.3854,0.0387,22.8363,5.1824,Fair,24.5992
6.8383,0.02897,23.8305,11.4242,Excellent,24.9084
6.7042,0.0267,23.3895,19.8553,Excellent,26.3267
8.1493,0.01589,27.1892,14.5039,Excellent,20.0478
8.7443,0.01567,30.3571,7.989,Good,31.3198
5.6363,0.03327,26.422,13.6993,Excellent,33.2014
8.3059,0.03351,23.7376,14.6009,Excellent,38.9115
5.6128,0.02318,20.7608,10.9331,Excellent,26.9781
6.8443,0.03298,18.2293,14.3744,Excellent,28.8589
8.0386,0.02658,24.8437,18.4308,Excellent,33.6359
6.6176,0.04252,28.5752,14.7718,Excellent,16.386
5.7302,0.02314,21.5389,7.0911,Good,16.3147
6.2525,0.0252,23.1709,13.7336,Excellent,35.2522
7.3372,0.03687,25.6764,10.9516,Excellent,19.9782
7.7597,0.03074,23.7603,12.6195,Excellent,26.1362
6.5465,0.04162,24.4449,7.5172,Good,39.1449
6.3535,0.02123,28.6657,17.1644,Excellent,26.7429
5.5156,0.02492,29.5316,11.9826,Excellent,15.1485
6.6687,0.03611,28.1719,14.2835,Excellent,22.5541
5.7482,0.01562,30.7353,13.0858,Excellent,37.5524
7.8329,0.02305,26.0545,5.2118,Fair,27.1799
8.6866,0.04189,26.7087,11.1735,Excellent,30.3202
7.868,0.03918,26.7979,14.499,Excellent,20.4742
8.2077,0.01668,27.9624,10.6565,Excellent,33.1383
6.7259,0.01816,18.241,15.328,Excellent,39.9085
6.5487,0.0164,24.1217,14.3191,Excellent,28.6033
5.8359,0.02091,21.7344,14.4236,Excellent,33.5614
7.8729,0.02736,22.9661,8.4421,Good,19.6151
5.61,0.03384,27.2639,6.4732,Good,26.3146
5.6365,0.03287,27.0532,5.0821,Fair,21.7397
7.7144,0.0447,19.453,6.6863,Good,38.7336
8.8706,0.0326,29.6907,15.2004,Excellent,30.8678
7.9477,0.03956,29.2511,7.7554,Good,33.1851
8.0705,0.03812,23.5515,12.4218,Excellent,15.109
7.6282,0.04213,22.9392,6.2244,Good,25.9257
6.4562,0.02268,27.3111,19.1674,Excellent,33.2291
7.6777,0.02484,29.5003,15.5538,Excellent,37.2166
8.5675,0.04085,23.9034,7.8651,Good,28.3366
6.3541,0.01654,20.9408,6.8819,Good,34.789
7.6213,0.02554,23.8796,17.9833,Excellent,29.9218
6.9803,0.02843,28.0486,5.125,Fair,19.0719
5.6752,0.03414,22.1267,11.6008,Excellent,15.5308
5.9323,0.03835,29.8951,5.9784,Good,16.7136
7.0761,0.0211,21.0231,15.6337,Excellent,34.531
8.9374,0.02329,28.771,18.388,Excellent,17.8101
8.7962,0.02981,24.4562,9.0236,Excellent,19.9151
7.6856,0.01685,19.2273,9.4398,Excellent,27.5866
7.593,0.03541,27.3411,15.7177,Excellent,36.6677
6.889,0.03707,23.8245,18.98,Excellent,25.1484
5.8974,0.02067,25.9782,6.7495,Good,36.4942
6.8974,0.01964,28.7683,12.1619,Excellent,23.5241
6.5844,0.02616,23.8857,10.1761,Excellent,28.9478
8.9001,0.02175,28.0451,19.2929,Excellent,18.4397
7.7317,0.03416,23.1926,16.2444,Excellent,35.2784
6.5202,0.04443,23.3939,16.4341,Excellent,38.1003
6.7123,0.04059,20.4915,11.3626,Excellent,20.6102
8.1111,0.03011,19.6564,7.214,Good,15.4624
8.383,0.01696,18.7665,13.9522,Excellent,20.2569
6.9028,0.02654,26.5321,18.9063,Excellent,37.8501
5.6176,0.04052,20.9671,15.9225,Excellent,33.3158
8.1437,0.02477,30.7302,16.5346,Excellent,17.5828
8.6059,0.03671,28.7211,12.0913,Excellent,16.5409
8.5826,0.03644,29.6012,18.5837,Excellent,38.3694
5.8221,0.0388,20.7852,14.6584,Excellent,29.8546
6.3703,0.02476,19.8295,14.4585,Excellent,32.6755
6.6598,0.03675,25.0522,9.2542,Excellent,34.921
6.5408,0.02497,18.3847,5.548,Good,23.6025
6.8998,0.02279,24.1069,13.3641,Excellent,23.4679
5.5453,0.04242,18.2103,9.5023,Excellent,34.5131
5.9116,0.03061,24.1667,7.8072,Good,37.2966
5.5893,0.04016,30.78,18.6382,Excellent,20.6077
6.3256,0.03249,27.4375,19.355,Excellent,19.8372
6.571,0.03975,21.4903,14.3078,Excellent,26.2982
6.6696,0.01597,18.5859,14.3038,Excellent,24.8782
6.6258,0.04407,22.1421,11.4047,Excellent,22.7103
5.8694,0.01942,26.2144,9.6844,Excellent,20.7567
6.0265,0.03764,28.243,9.0562,Excellent,35.2291
7.9715,0.03076,22.8063,9.2893,Excellent,17.854
7.8453,0.03105,18.2999,10.9903,Excellent,15.2082
6.6726,0.03661,28.308,15.7061,Excellent,32.5598
7.1057,0.04326,22.4333,17.5714,Excellent,19.3618
6.2273,0.03127,25.933,8.6644,Excellent,17.7905
6.9819,0.01774,22.2697,7.1739,Good,26.2866
7.7053,0.03426,25.6917,5.392,Fair,28.0339
7.7493,0.03179,30.3718,13.0953,Excellent,34.7687
6.8444,0.0422,26.4623,15.6396,Excellent,37.322
8.1717,0.035,30.669,19.9698,Excellent,15.5706
6.3877,0.04367,20.961,7.9407,Good,25.7597
5.7203,0.01702,26.8044,5.9707,Good,29.7643
7.4474,0.04275,20.0471,9.2843,Excellent,21.2267
7.7498,0.03632,29.7774,11.1715,Excellent,27.1786
6.1764,0.02494,24.216,6.6152,Good,15.0592
7.5755,0.02294,22.6334,7.2813,Good,25.1767
8.0048,0.03688,28.2635,5.3383,Fair,15.0824
5.982,0.01801,19.812,11.154,Excellent,30.3325
6.7396,0.02185,20.5881,17.2076,Excellent,36.046
6.4532,0.02124,21.6592,10.3346,Excellent,39.6014
6.1794,0.02245,26.9019,17.1186,Excellent,33.1125
7.2696,0.03658,22.3,13.4318,Excellent,38.3932
8.3427,0.04152,25.1735,10.5761,Excellent,17.1077
7.0388,0.02152,30.6533,17.6031,Excellent,21.7306
7.1766,0.026,20.5212,7.6703,Good,16.8985
5.9556,0.03615,25.2396,17.1621,Excellent,20.6179
8.7644,0.03914,18.4095,12.808,Excellent,34.5096
8.9492,0.02935,23.8866,8.7359,Excellent,20.8644
7.1281,0.01993,26.2671,10.8717,Excellent,22.1942
8.9527,0.01525,19.8002,17.2167,Excellent,18.0803
5.5031,0.03272,21.0247,11.7501,Excellent,34.631
6.9039,0.03903,20.6862,5.7601,Good,28.1459
5.9825,0.03024,18.9387,17.1859,Excellent,37.1163
7.3946,0.02614,27.5114,14.3593,Excellent,20.497
7.1312,0.0343,19.4054,11.142,Excellent,21.7235
6.5414,0.02327,29.7322,16.8401,Excellent,20.3143
7.0742,0.01577,28.5763,8.6248,Excellent,31.1309
7.2879,0.01926,30.3465,15.2192,Excellent,15.6297
8.9752,0.03519,29.0575,18.8815,Excellent,29.6029
6.1977,0.0199,28.8213,7.238,Good,25.2878
7.6055,0.01843,28.4234,16.8933,Excellent,38.7193
5.9065,0.02361,20.3661,12.93,Excellent,33.0566
6.7195,0.016,18.8677,7.6643,Good,26.7289
6.7138,0.0434,22.0091,16.7876,Excellent,36.2216
7.0086,0.02721,25.638,13.6343,Excellent,36.1124
6.3315,0.02485,30.421,13.4876,Excellent,15.2796
6.9009,0.04228,25.1465,7.9968,Good,37.5384
5.7781,0.03311,25.2784,9.404,Excellent,21.7586
7.4272,0.02716,26.623,11.4567,Excellent,26.8739
7.2741,0.02187,27.6906,8.9952,Excellent,23.6166
7.0337,0.02607,19.2137,6.0715,Good,35.5396
5.5351,0.03288,21.1061,8.6957,Excellent,32.903
5.8157,0.01747,23.9579,5.4416,Fair,26.5567
8.5373,0.02252,21.5207,17.9702,Excellent,27.5951
6.5623,0.04048,23.9716,16.6956,Excellent,21.2029
5.7051,0.04008,20.2946,15.1261,Excellent,19.9679
7.2119,0.04384,28.2055,10.1051,Excellent,15.9704
7.2151,0.03653,27.0197,7.3152,Good,37.6387
7.6307,0.03588,30.0741,5.6155,Good,24.4569
7.1494,0.03013,28.4031,11.1611,Excellent,18.7861
7.3177,0.01566,27.0628,12.6639,Excellent,24.9569
7.2457,0.03098,22.9573,15.9813,Excellent,20.5838
8.197,0.0241,21.5316,19.7725,Excellent,19.1488
6.8249,0.02457,20.6864,8.178,Good,31.0087
7.3063,0.02681,20.049,12.3258,Excellent,26.5584
8.6156,0.02795,24.2514,11.5361,Excellent,17.781
5.6987,0.02976,29.5212,17.3549,Excellent,29.3258
5.855,0.01779,26.127,12.9365,Excellent,16.023
7.4922,0.02821,18.6466,6.8039,Good,20.2298
8.5554,0.02264,18.071,16.2992,Excellent,28.8994
8.7927,0.03958,24.3277,11.9278,Excellent,16.0215
8.9017,0.03064,25.3689,16.7151,Excellent,38.0692
7.8816,0.04496,25.6177,9.6297,Excellent,35.906
7.2693,0.03534,28.8993,18.066,Excellent,35.5476
5.5953,0.02686,19.0299,19.7543,Excellent,37.9963
7.7367,0.01753,19.0486,9.4185,Excellent,30.0451
7.5063,0.03967,28.1665,17.9944,Excellent,33.8042
6.8864,0.04029,30.4273,12.1584,Excellent,16.5342
6.083,0.01564,19.2412,5.0855,Fair,20.5833
8.9107,0.02964,23.3694,14.2018,Excellent,28.3004
7.0277,0.04253,28.8844,6.1759,Good,31.0858
5.5319,0.04015,28.0638,19.3787,Excellent,29.5209
7.3004,0.02941,30.044,11.4992,Excellent,30.8893
8.0157,0.02,19.5965,13.0679,Excellent,25.7541
7.1092,0.02102,23.872,7.2365,Good,30.667
7.0178,0.01873,24.7543,17.4921,Excellent,37.8358
6.7946,0.02679,19.1366,17.9354,Excellent,16.6921
8.081,0.04039,25.2813,16.2784,Excellent,26.4749
8.2257,0.04131,18.702,18.9475,Excellent,32.0933
6.9311,0.03367,23.28,5.2476,Fair,27.2047
8.542,0.03443,30.9873,6.2045,Good,19.781
7.8227,0.03046,29.0072,10.5926,Excellent,22.3814
7.437,0.02247,21.8278,7.9098,Good,23.247
7.1237,0.03304,25.9895,18.1794,Excellent,32.0601
7.673,0.02069,30.3285,13.7099,Excellent,38.1221
6.7731,0.02221,23.9939,18.3106,Excellent,19.8807
5.6297,0.02621,18.4415,19.9054,Excellent,35.5237
6.8,0.0287,29.7627,16.1548,Excellent,22.6235
7.8941,0.04115,25.5471,17.3183,Excellent,37.2183
6.8295,0.03518,27.2377,15.7945,Excellent,23.9796
6.2208,0.0323,23.2755,11.7942,Excellent,19.9765
8.7924,0.01652,19.188,13.0625,Excellent,20.0666
8.0591,0.02727,26.9211,19.2575,Excellent,33.23
8.1462,0.0293,25.1553,12.9869,Excellent,24.2114
5.7606,0.03412,23.2364,5.3932,Fair,30.9328
7.321,0.01604,23.4628,14.2677,Excellent,35.0338
8.1289,0.02598,23.1746,17.6846,Excellent,17.8311
8.9169,0.03022,25.4694,7.8812,Good,26.1655
8.0079,0.02993,27.9546,11.5697,Excellent,28.3535
6.89,0.02926,26.8102,19.0087,Excellent,19.9033
6.0657,0.03318,22.0599,6.8653,Good,21.9338
7.8185,0.01513,29.439,13.4072,Excellent,18.2768
7.4681,0.03284,24.3946,6.9353,Good,17.9529
6.7743,0.01612,30.1991,9.8397,Excellent,33.0963
8.5475,0.02662,18.3097,19.6509,Excellent,38.3309
7.8976,0.0256,25.4357,19.4511,Excellent,29.8984
7.2084,0.02732,20.8595,12.6751,Excellent,18.0915
8.4065,0.031,30.8071,13.1665,Excellent,37.1292
7.9368,0.01736,28.6224,18.2135,Excellent,29.4649
7.1554,0.01874,28.6723,12.6052,Excellent,26.2055
7.7963,0.03277,18.5314,15.3397,Excellent,19.8317
8.9231,0.02801,22.8481,13.9302,Excellent,17.9644
6.9857,0.03339,21.5846,10.3405,Excellent,26.9859
8.0547,0.03066,29.6032,10.8031,Excellent,36.6429
8.3407,0.0379,25.3299,19.152,Excellent,31.2266
7.5434,0.03793,29.3125,18.3717,Excellent,19.3447
7.4788,0.02544,30.8506,16.8406,Excellent,19.5951
8.4298,0.04409,29.5455,5.7248,Good,30.3051
8.637,0.03532,18.4153,19.2682,Excellent,29.3379
8.4148,0.02486,26.1984,19.7129,Excellent,31.2715
6.003,0.03531,25.8265,14.9854,Excellent,26.6079
7.4202,0.02513,28.6501,15.0339,Excellent,25.2836
7.7076,0.04371,22.8873,15.447,Excellent,29.6171
6.7471,0.02213,24.2009,11.1696,Excellent,36.0465
8.1335,0.03139,23.7705,16.3315,Excellent,31.5464
5.7236,0.0195,27.3967,8.9301,Excellent,36.2855
8.7703,0.01653,30.7494,12.0411,Excellent,19.4681
6.8175,0.02017,21.7911,11.197,Excellent,16.1522
6.7898,0.03912,21.4295,12.273,Excellent,17.195
7.6877,0.02153,29.7052,15.1992,Excellent,24.3227
6.0805,0.02054,19.4532,16.6483,Excellent,22.7266
8.7137,0.038,25.4698,17.1131,Excellent,22.3921
6.9351,0.04126,28.1642,9.2672,Excellent,20.6497
5.6988,0.01934,19.7669,17.515,Excellent,38.74
8.9545,0.0185,20.9529,19.916,Excellent,29.4209
6.9087,0.02798,20.7296,13.1932,Excellent,21.7219
8.5635,0.02549,28.9878,14.1122,Excellent,20.5592
6.0884,0.0191,25.6152,16.5482,Excellent,26.7703
5.9579,0.03715,26.2729,15.4188,Excellent,21.8705
7.3528,0.01902,26.7562,7.1946,Good,32.2718
7.9665,0.03492,18.7582,12.0089,Excellent,37.0227
7.558,0.01737,23.629,15.8783,Excellent,24.6136
6.1483,0.03234,23.7643,12.5255,Excellent,38.8379
8.3896,0.0216,26.3105,7.2912,Good,27.1748
7.6352,0.01972,25.8376,14.0091,Excellent,25.1951
8.5634,0.03633,21.3965,13.3851,Excellent,34.3497
6.4474,0.02083,26.6797,7.9259,Good,22.6086
5.6922,0.02908,26.3442,16.1255,Excellent,19.9298
7.3257,0.02179,29.0438,11.4967,Excellent,24.4962
6.3242,0.03109,24.8884,10.6212,Excellent,30.4334
6.0237,0.02577,23.3869,5.8269,Good,16.3681
8.8226,0.01927,27.7205,9.0662,Excellent,26.5004
6.375,0.04101,21.1398,11.9498,Excellent,19.5152
8.9969,0.01707,21.6092,10.1057,Excellent,31.3374
5.521,0.01584,23.6607,19.914,Excellent,31.6711
7.5662,0.03136,26.5629,8.9461,Excellent,16.524
7.3356,0.03601,18.197,10.4654,Excellent,23.7741
8.9836,0.03271,23.5317,10.829,Excellent,31.4779
5.7718,0.0193,22.926,9.9264,Excellent,15.9837
8.6277,0.03301,29.8626,19.3341,Excellent,23.1339
