pH,Ammonia,Temp,Turbidity,pH_Status,Ammonia_Status,Temp_Status,Turbidity_Status,Water Pump,Heater
6.0298,0.04195,24.3929,27.0025,Low,High,Low,Low,ON,ON
7.4388,0.01638,19.1784,20.457,High,High,Low,Low,ON,ON
8.6305,0.03193,20.4236,31.5297,Low,High,Low,Low,ON,ON
8.2079,0.02992,20.8807,35.1086,High,High,Low,Low,ON,ON
7.0237,0.0233,27.2164,28.9594,High,High,High,Low,ON,OFF
6.9809,0.0314,30.9387,32.5099,High,High,High,Low,ON,OFF
8.6848,0.0321,24.229,27.0518,Low,High,Low,Low,ON,ON
7.108,0.0282,24.1329,18.9792,High,High,Low,High,OFF,ON
6.803,0.02724,28.3295,31.7756,High,High,High,Low,ON,OFF
7.2114,0.02983,26.1144,21.7134,High,High,High,Low,ON,OFF
6.2286,0.02083,18.9226,34.4143,Low,High,Low,Low,ON,ON
6.0626,0.04081,18.4023,34.1339,Low,High,Low,Low,ON,ON
8.7836,0.03407,27.8435,34.1494,Low,High,High,Low,ON,OFF
7.3956,0.0247,30.084,17.8264,High,High,High,High,OFF,OFF
6.2372,0.04473,23.4527,39.6717,Low,High,Low,Low,ON,ON
8.0545,0.03625,26.1978,38.4375,High,High,High,Low,ON,OFF
8.3876,0.02562,26.7312,29.056,High,High,High,Low,ON,OFF
5.8546,0.03435,23.6311,23.9238,Low,High,Low,Low,ON,ON
7.2446,0.02511,30.4768,22.8857,High,High,High,Low,ON,OFF
6.6455,0.02555,29.9329,19.4332,High,High,High,High,OFF,OFF
5.6221,0.02178,29.0016,30.7043,Low,High,High,Low,ON,OFF
7.7541,0.02277,20.8517,21.6721,High,High,Low,Low,ON,ON
6.3783,0.01617,25.6253,38.555,Low,High,Low,Low,ON,ON
7.9091,0.02118,21.3618,38.9094,High,High,Low,Low,ON,ON
5.9765,0.03148,29.7785,16.4053,Low,High,High,High,OFF,OFF
6.9204,0.01579,19.4473,22.0719,High,High,Low,Low,ON,ON
6.9075,0.02675,18.36,29.6541,High,High,Low,Low,ON,ON
5.5982,0.01846,26.6016,19.0222,Low,High,High,High,OFF,OFF
6.9603,0.03585,24.41,20.4066,High,High,Low,Low,ON,ON
8.5497,0.03668,19.832,28.3847,Low,High,Low,Low,ON,ON
6.5912,0.02654,22.2428,38.9611,High,High,Low,Low,ON,ON
7.6125,0.02719,22.7283,16.2139,High,High,Low,High,OFF,ON
6.7925,0.0286,19.0895,38.2334,High,High,Low,Low,ON,ON
8.3806,0.02568,29.6629,20.6032,High,High,High,Low,ON,OFF
8.5821,0.02151,22.5267,22.8579,Low,High,Low,Low,ON,ON
6.4541,0.01785,25.5408,27.4615,Low,High,Low,Low,ON,ON
6.9544,0.04122,29.0791,35.8877,High,High,High,Low,ON,OFF
7.8486,0.04405,25.0692,33.7012,High,High,Low,Low,ON,ON
8.1925,0.02995,22.2795,18.5332,High,High,Low,High,OFF,ON
6.351,0.04323,28.2658,23.4591,Low,High,High,Low,ON,OFF
6.8345,0.02235,29.4087,24.3804,High,High,High,Low,ON,OFF
8.3304,0.01734,23.4675,38.3339,High,High,Low,Low,ON,ON
7.0729,0.04174,24.673,39.3202,High,High,Low,Low,ON,ON
7.1614,0.01634,22.7972,36.2992,High,High,Low,Low,ON,ON
5.6971,0.04381,19.8591,16.218,Low,High,Low,High,OFF,ON
7.9249,0.02907,28.0927,27.4062,High,High,High,Low,ON,OFF
6.3682,0.04094,18.8702,29.3629,Low,High,Low,Low,ON,ON
6.9487,0.03794,22.4271,28.6482,High,High,Low,Low,ON,ON
6.7741,0.04392,25.1155,21.6543,High,High,Low,Low,ON,ON
7.7853,0.03329,21.7549,18.5571,High,High,Low,High,OFF,ON
6.0436,0.03262,23.9685,21.4824,Low,High,Low,Low,ON,ON
5.7605,0.03009,24.1804,15.6956,Low,High,Low,High,OFF,ON
6.3729,0.03235,29.2875,33.5414,Low,High,High,Low,ON,OFF
7.1328,0.02061,20.2114,38.9705,High,High,Low,Low,ON,ON
7.9901,0.02368,19.0985,38.8151,High,High,Low,Low,ON,ON
8.6308,0.02582,25.7975,39.5225,Low,High,Low,Low,ON,ON
6.1017,0.02899,23.7265,32.5305,Low,High,Low,Low,ON,ON
5.5418,0.04285,25.4281,32.6028,Low,High,Low,Low,ON,ON
6.0458,0.03665,30.4293,21.8467,Low,High,High,Low,ON,OFF
8.6831,0.02782,26.8056,35.1686,Low,High,High,Low,ON,OFF
8.8797,0.04019,23.181,22.8047,Low,High,Low,Low,ON,ON
5.8821,0.04367,18.2881,38.0382,Low,High,Low,Low,ON,ON
8.7431,0.04088,21.7028,27.1136,Low,High,Low,Low,ON,ON
7.8319,0.04243,29.3393,32.2369,High,High,High,Low,ON,OFF
6.0473,0.04125,21.1531,28.8594,Low,High,Low,Low,ON,ON
7.5569,0.01511,21.6275,36.6027,High,High,Low,Low,ON,ON
5.5763,0.02895,19.544,39.3668,Low,High,Low,Low,ON,ON
8.3761,0.02001,19.204,28.2398,High,High,Low,Low,ON,ON
8.9709,0.03212,19.4587,19.9252,Low,High,Low,High,OFF,ON
6.2025,0.03056,26.0456,21.8268,Low,High,High,Low,ON,OFF
7.0883,0.01931,24.6912,19.9911,High,High,Low,High,OFF,ON
7.4234,0.02637,24.7018,24.0364,High,High,Low,Low,ON,ON
5.9064,0.01704,26.5676,32.5863,Low,High,High,Low,ON,OFF
8.0154,0.02544,23.0018,34.3133,High,High,Low,Low,ON,ON
8.4171,0.03535,24.7258,33.1493,High,High,Low,Low,ON,ON
8.6782,0.03047,23.0164,17.3391,Low,High,Low,High,OFF,ON
7.9378,0.03919,30.7205,18.8917,High,High,High,High,OFF,OFF
7.5782,0.01589,20.5085,21.5232,High,High,Low,Low,ON,ON
8.3639,0.01644,19.1474,24.5477,High,High,Low,Low,ON,ON
8.663,0.03473,24.9429,29.0275,Low,High,Low,Low,ON,ON
7.0664,0.0249,20.6255,22.4549,High,High,Low,Low,ON,ON
8.0083,0.02232,22.6597,17.6247,High,High,Low,High,OFF,ON
7.9455,0.02179,30.2481,39.5811,High,High,High,Low,ON,OFF
7.9896,0.04364,19.4228,31.987,High,High,Low,Low,ON,ON
8.682,0.04391,23.6379,28.0432,Low,High,Low,Low,ON,ON
6.9977,0.02954,30.8526,31.3202,High,High,High,Low,ON,OFF
8.6647,0.02496,30.1768,27.6807,Low,High,High,Low,ON,OFF
7.1228,0.02572,30.523,15.8601,High,High,High,High,OFF,OFF
6.6573,0.01886,30.2902,36.8527,High,High,High,Low,ON,OFF
8.5437,0.02191,23.7709,27.2444,Low,High,Low,Low,ON,ON
6.4407,0.0196,23.0677,29.0968,Low,High,Low,Low,ON,ON
8.3899,0.02065,22.5223,24.5244,High,High,Low,Low,ON,ON
6.8098,0.0315,28.3307,39.9589,High,High,High,Low,ON,OFF
7.9216,0.01858,28.4609,16.7781,High,High,High,High,OFF,OFF
7.2992,0.02199,22.577,32.0942,High,High,Low,Low,ON,ON
6.1431,0.01739,19.5432,29.3766,Low,High,Low,Low,ON,ON
7.7894,0.03477,18.6635,25.656,High,High,Low,Low,ON,ON
8.7855,0.03261,22.3942,16.7051,Low,High,Low,High,OFF,ON
6.8964,0.02076,21.6774,29.5633,High,High,Low,Low,ON,ON
8.679,0.01706,29.0245,18.3923,Low,High,High,High,OFF,OFF
6.9324,0.03072,23.1342,19.706,High,High,Low,High,OFF,ON
8.325,0.04109,18.6946,34.8012,High,High,Low,Low,ON,ON
6.4509,0.04139,19.0723,18.0364,Low,High,Low,High,OFF,ON
7.7194,0.02475,29.1614,21.6624,High,High,High,Low,ON,OFF
6.5871,0.03842,22.8021,34.9563,High,High,Low,Low,ON,ON
8.6935,0.03561,25.8815,26.6677,Low,High,Low,Low,ON,ON
7.9323,0.04026,23.1051,30.3223,High,High,Low,Low,ON,ON
6.948,0.04414,27.8126,31.1252,High,High,High,Low,ON,OFF
7.8734,0.03917,27.5641,37.7492,High,High,High,Low,ON,OFF
8.5587,0.03257,28.8747,17.6674,Low,High,High,High,OFF,OFF
7.9302,0.0248,24.3237,33.2838,High,High,Low,Low,ON,ON
6.1181,0.02288,30.9625,26.3536,Low,High,High,Low,ON,OFF
7.0028,0.02229,20.068,26.2551,High,High,Low,Low,ON,ON
6.8814,0.04211,18.5095,32.8901,High,High,Low,Low,ON,ON
8.8101,0.02132,22.7869,17.745,Low,High,Low,High,OFF,ON
8.8823,0.01537,19.8979,35.8426,Low,High,Low,Low,ON,ON
7.1177,0.0346,24.7961,19.5943,High,High,Low,High,OFF,ON
5.7889,0.02221,24.1949,22.9729,Low,High,Low,Low,ON,ON
7.8958,0.04269,22.3831,31.9854,High,High,Low,Low,ON,ON
8.073,0.017,19.1848,34.5022,High,High,Low,Low,ON,ON
6.3532,0.02921,20.2508,37.3991,Low,High,Low,Low,ON,ON
7.1815,0.02077,18.6661,22.8628,High,High,Low,Low,ON,ON
6.9293,0.04348,24.0402,29.8452,High,High,Low,Low,ON,ON
6.5229,0.01718,18.7489,15.9294,High,High,Low,High,OFF,ON
8.7819,0.03265,29.5585,17.2848,Low,High,High,High,OFF,OFF
8.9025,0.02591,29.5924,36.5158,Low,High,High,Low,ON,OFF
6.5103,0.0364,27.6963,23.6616,High,High,High,Low,ON,OFF
5.9643,0.02671,21.8124,38.5954,Low,High,Low,Low,ON,ON
6.9406,0.03241,24.4707,26.648,High,High,Low,Low,ON,ON
5.8185,0.02098,18.4615,19.5663,Low,High,Low,High,OFF,ON
6.1,0.01514,25.9163,38.8695,Low,High,Low,Low,ON,ON
8.2647,0.03524,28.645,22.4149,High,High,High,Low,ON,OFF
8.6984,0.03839,30.8061,35.0069,Low,High,High,Low,ON,OFF
6.6471,0.03713,20.0593,24.4292,High,High,Low,Low,ON,ON
6.1771,0.03348,26.5322,31.1731,Low,High,High,Low,ON,OFF
8.8678,0.02399,28.1784,34.4826,Low,High,High,Low,ON,OFF
6.2909,0.02748,23.6959,24.787,Low,High,Low,Low,ON,ON
7.4192,0.02803,28.5727,33.6951,High,High,High,Low,ON,OFF
7.5389,0.03161,20.0581,27.6833,High,High,Low,Low,ON,ON
6.1151,0.0272,25.8566,38.1605,Low,High,Low,Low,ON,ON
7.2278,0.02346,29.2263,26.7015,High,High,High,Low,ON,OFF
5.699,0.0412,19.6518,25.4645,Low,High,Low,Low,ON,ON
5.7721,0.015,23.3273,15.4673,Low,High,Low,High,OFF,ON
5.5921,0.02452,22.5486,24.9653,Low,High,Low,Low,ON,ON
6.8177,0.0298,23.8229,20.8218,High,High,Low,Low,ON,ON
7.2819,0.03687,28.9112,38.492,High,High,High,Low,ON,OFF
8.9604,0.02573,19.4459,29.8501,Low,High,Low,Low,ON,ON
7.2375,0.01851,18.2937,38.2496,High,High,Low,Low,ON,ON
7.3882,0.03634,18.7714,34.9781,High,High,Low,Low,ON,ON
7.6114,0.02688,26.8344,29.7159,High,High,High,Low,ON,OFF
6.603,0.02999,22.5825,33.4757,High,High,Low,Low,ON,ON
7.4418,0.04167,29.0889,36.0434,High,High,High,Low,ON,OFF
7.7324,0.02215,25.3655,23.156,High,High,Low,Low,ON,ON
5.8927,0.04189,28.1991,21.1598,Low,High,High,Low,ON,OFF
7.8379,0.02543,21.6005,20.8948,High,High,Low,Low,ON,ON
7.0442,0.02595,29.6331,17.4617,High,High,High,High,OFF,OFF
6.6413,0.04404,23.6631,35.9738,High,High,Low,Low,ON,ON
5.7052,0.03112,23.0765,35.4901,Low,High,Low,Low,ON,ON
7.4004,0.0276,27.3184,24.8638,High,High,High,Low,ON,OFF
6.2211,0.0379,21.7255,32.897,Low,High,Low,Low,ON,ON
5.6013,0.02625,18.3607,32.2175,Low,High,Low,Low,ON,ON
8.1783,0.04079,29.7561,36.6298,High,High,High,Low,ON,OFF
7.078,0.03951,28.0175,20.6401,High,High,High,Low,ON,OFF
5.6152,0.03486,20.595,31.9795,Low,High,Low,Low,ON,ON
6.1897,0.03116,26.0363,35.7644,Low,High,High,Low,ON,OFF
8.219,0.02754,19.3501,20.0784,High,High,Low,Low,ON,ON
6.5022,0.03946,22.561,20.9139,High,High,Low,Low,ON,ON
5.7894,0.0169,25.6543,17.5528,Low,High,Low,High,OFF,ON
8.6774,0.02414,24.4218,20.4135,Low,High,Low,Low,ON,ON
8.3708,0.01574,19.8865,30.8203,High,High,Low,Low,ON,ON
8.7692,0.04021,19.2165,39.3994,Low,High,Low,Low,ON,ON
8.4352,0.04329,29.7163,28.8332,High,High,High,Low,ON,OFF
8.5609,0.02422,30.9423,20.687,Low,High,High,Low,ON,OFF
8.8675,0.0293,22.9252,17.2021,Low,High,Low,High,OFF,ON
8.4113,0.01735,26.1334,19.4851,High,High,High,High,OFF,OFF
5.8419,0.01601,30.2751,35.8362,Low,High,High,Low,ON,OFF
8.1588,0.03631,22.4599,31.5042,High,High,Low,Low,ON,ON
6.1805,0.03582,23.373,27.2689,Low,High,Low,Low,ON,ON
6.01,0.01776,25.756,38.4183,Low,High,Low,Low,ON,ON
7.2979,0.0398,26.1184,21.6257,High,High,High,Low,ON,OFF
5.7784,0.04432,20.2875,28.3228,Low,High,Low,Low,ON,ON
6.0459,0.04424,27.5595,21.5188,Low,High,High,Low,ON,OFF
8.6692,0.023,18.1107,23.844,Low,High,Low,Low,ON,ON
7.5052,0.02301,28.5336,34.5276,High,High,High,Low,ON,OFF
7.5234,0.02825,19.6128,25.0735,High,High,Low,Low,ON,ON
6.589,0.03225,30.8316,20.3638,High,High,High,Low,ON,OFF
8.6431,0.04215,28.3927,31.3703,Low,High,High,Low,ON,OFF
8.8853,0.03605,25.8396,38.7754,Low,High,Low,Low,ON,ON
8.4216,0.03877,18.322,30.4762,High,High,Low,Low,ON,ON
8.2865,0.01784,19.6598,16.583,High,High,Low,High,OFF,ON
7.1964,0.02514,28.406,33.0917,High,High,High,Low,ON,OFF
5.6009,0.03082,18.0894,16.3283,Low,High,Low,High,OFF,ON
5.6775,0.03696,22.5667,28.5761,Low,High,Low,Low,ON,ON
6.2956,0.02578,22.5548,26.7448,Low,High,Low,Low,ON,ON
7.2393,0.03801,23.1921,19.7124,High,High,Low,High,OFF,ON
6.6741,0.04098,20.8955,20.9536,High,High,Low,Low,ON,ON
7.256,0.03382,27.8429,23.9638,High,High,High,Low,ON,OFF
8.8707,0.03129,23.6762,19.6145,Low,High,Low,High,OFF,ON
5.6273,0.02726,18.5071,22.5729,Low,High,Low,Low,ON,ON
6.1895,0.02081,19.2149,25.267,Low,High,Low,Low,ON,ON
6.7321,0.03633,25.7729,36.1734,High,High,Low,Low,ON,ON
6.4015,0.01954,20.9159,25.1922,Low,High,Low,Low,ON,ON
5.9919,0.03157,18.0398,36.0528,Low,High,Low,Low,ON,ON
6.4891,0.03647,21.6569,21.5228,Low,High,Low,Low,ON,ON
5.8892,0.04443,21.3075,33.8738,Low,High,Low,Low,ON,ON
6.8785,0.02257,27.4046,26.9325,High,High,High,Low,ON,OFF
6.8439,0.03291,19.0882,29.2212,High,High,Low,Low,ON,ON
7.0054,0.02681,30.7501,24.4193,High,High,High,Low,ON,OFF
5.5486,0.0262,26.606,21.202,Low,High,High,Low,ON,OFF
5.9857,0.03564,18.1398,29.239,Low,High,Low,Low,ON,ON
6.7326,0.04463,20.0431,31.3001,High,High,Low,Low,ON,ON
7.1819,0.03248,19.4938,23.0702,High,High,Low,Low,ON,ON
6.1984,0.04154,20.3296,20.731,Low,High,Low,Low,ON,ON
6.2126,0.0187,22.7094,26.7304,Low,High,Low,Low,ON,ON
5.9876,0.02704,30.9261,29.7099,Low,High,High,Low,ON,OFF
5.8964,0.01881,21.2599,31.0107,Low,High,Low,Low,ON,ON
6.2344,0.02139,21.9442,22.4311,Low,High,Low,Low,ON,ON
7.2182,0.01969,19.8754,20.4399,High,High,Low,Low,ON,ON
8.5408,0.03646,21.5756,20.0632,Low,High,Low,Low,ON,ON
6.6784,0.04123,30.6639,38.2579,High,High,High,Low,ON,OFF
7.5735,0.03092,29.2636,27.7839,High,High,High,Low,ON,OFF
6.6865,0.03308,28.6282,24.4806,High,High,High,Low,ON,OFF
8.4607,0.0309,21.3969,33.1613,High,High,Low,Low,ON,ON
6.1859,0.02289,20.1458,30.2275,Low,High,Low,Low,ON,ON
5.7382,0.03216,18.2809,26.2613,Low,High,Low,Low,ON,ON
8.7883,0.01994,18.8495,17.5374,Low,High,Low,High,OFF,ON
7.8815,0.04113,30.2374,23.0405,High,High,High,Low,ON,OFF
7.5734,0.01653,27.4454,32.4317,High,High,High,Low,ON,OFF
8.4472,0.03338,28.2063,16.2433,High,High,High,High,OFF,OFF
6.6489,0.0285,28.0556,19.3416,High,High,High,High,OFF,OFF
5.6243,0.03135,21.2573,20.7279,Low,High,Low,Low,ON,ON
8.6309,0.03159,26.0172,36.4079,Low,High,High,Low,ON,OFF
7.8428,0.02171,22.1032,24.4005,High,High,Low,Low,ON,ON
8.2797,0.02027,23.2442,38.6926,High,High,Low,Low,ON,ON
7.8654,0.01919,20.1077,21.0521,High,High,Low,Low,ON,ON
7.9663,0.0234,24.298,22.0967,High,High,Low,Low,ON,ON
8.1293,0.02632,20.4965,31.7212,High,High,Low,Low,ON,ON
7.074,0.02406,21.6789,36.4921,High,High,Low,Low,ON,ON
8.1431,0.03049,21.8811,20.0508,High,High,Low,Low,ON,ON
7.43,0.03077,28.8605,19.5007,High,High,High,High,OFF,OFF
7.4821,0.04061,28.2572,34.7591,High,High,High,Low,ON,OFF
6.6097,0.04228,24.7409,25.8317,High,High,Low,Low,ON,ON
8.2691,0.01744,27.9641,34.021,High,High,High,Low,ON,OFF
5.5111,0.0303,24.961,16.557,Low,High,Low,High,OFF,ON
8.8749,0.04476,28.4725,31.6035,Low,High,High,Low,ON,OFF
7.3678,0.03526,20.9504,18.8403,High,High,Low,High,OFF,ON
8.4889,0.0157,20.6443,16.8221,High,High,Low,High,OFF,ON
7.6635,0.02806,26.1809,29.3781,High,High,High,Low,ON,OFF
8.313,0.03352,29.3522,24.776,High,High,High,Low,ON,OFF
7.0017,0.02628,22.4716,35.8472,High,High,Low,Low,ON,ON
8.8286,0.02708,24.0058,17.5779,Low,High,Low,High,OFF,ON
7.3212,0.03902,28.6371,17.6689,High,High,High,High,OFF,OFF
5.5273,0.04407,21.7051,15.1373,Low,High,Low,High,OFF,ON
5.8013,0.04272,25.7642,20.4727,Low,High,Low,Low,ON,ON
8.1545,0.01803,23.6687,23.9111,High,High,Low,Low,ON,ON
6.5795,0.01869,26.9375,39.7347,High,High,High,Low,ON,OFF
5.7765,0.01673,22.891,17.4338,Low,High,Low,High,OFF,ON
8.8392,0.03268,22.0531,18.9826,Low,High,Low,High,OFF,ON
7.6313,0.02513,23.8603,35.0251,High,High,Low,Low,ON,ON
5.9737,0.01636,23.5712,27.2853,Low,High,Low,Low,ON,ON
7.8702,0.02709,24.2396,30.8779,High,High,Low,Low,ON,ON
8.2398,0.04186,18.2106,30.1983,High,High,Low,Low,ON,ON
6.7219,0.03155,24.8465,18.5866,High,High,Low,High,OFF,ON
8.4943,0.02115,24.6437,22.9018,High,High,Low,Low,ON,ON
6.1254,0.01978,20.1326,27.5674,Low,High,Low,Low,ON,ON
7.686,0.0284,20.8795,34.0871,High,High,Low,Low,ON,ON
5.8527,0.02589,22.505,25.9796,Low,High,Low,Low,ON,ON
6.0935,0.01565,30.5086,24.5287,Low,High,High,Low,ON,OFF
6.6162,0.0445,30.4174,37.9633,High,High,High,Low,ON,OFF
7.5712,0.02535,23.1729,31.8623,High,High,Low,Low,ON,ON
6.7729,0.03367,29.3286,38.2084,High,High,High,Low,ON,OFF
6.6583,0.02574,25.7892,32.1571,High,High,Low,Low,ON,ON
6.4005,0.03906,25.1476,34.5659,Low,High,Low,Low,ON,ON
7.8676,0.04232,26.2954,21.4781,High,High,High,Low,ON,OFF
7.6844,0.03596,18.9601,35.9343,High,High,Low,Low,ON,ON
8.6343,0.02305,25.6173,39.4577,Low,High,Low,Low,ON,ON
6.3327,0.03362,21.7039,33.24,Low,High,Low,Low,ON,ON
6.8285,0.01558,24.6582,34.1113,High,High,Low,Low,ON,ON
7.322,0.0357,27.3694,39.7371,High,High,High,Low,ON,OFF
5.571,0.02773,21.7738,29.281,Low,High,Low,Low,ON,ON
5.7443,0.0176,29.4639,27.7949,Low,High,High,Low,ON,OFF
5.5396,0.0369,23.9591,23.3948,Low,High,Low,Low,ON,ON
8.975,0.02198,20.6882,36.1302,Low,High,Low,Low,ON,ON
5.6605,0.03882,21.7706,29.827,Low,High,Low,Low,ON,ON
8.3316,0.04474,30.1579,37.8044,High,High,High,Low,ON,OFF
8.208,0.02458,21.4648,19.9045,High,High,Low,High,OFF,ON
7.5364,0.02075,21.5104,18.3174,High,High,Low,High,OFF,ON
7.3587,0.0277,25.814,38.1553,High,High,Low,Low,ON,ON
8.5547,0.01641,26.3898,35.0589,Low,High,High,Low,ON,OFF
8.6744,0.02859,20.2347,25.881,Low,High,Low,Low,ON,ON
7.5488,0.02072,22.2306,21.1006,High,High,Low,Low,ON,ON
7.1912,0.0385,19.0488,17.3009,High,High,Low,High,OFF,ON
8.5121,0.01855,29.793,16.4094,Low,High,High,High,OFF,OFF
5.6058,0.03612,25.204,19.0048,Low,High,Low,High,OFF,ON
6.8894,0.04423,19.005,37.6701,High,High,Low,Low,ON,ON
8.5313,0.03966,19.3275,29.4396,Low,High,Low,Low,ON,ON
5.9868,0.04132,23.3379,36.6852,Low,High,Low,Low,ON,ON
6.5585,0.02353,21.4221,31.4072,High,High,Low,Low,ON,ON
8.7106,0.03978,23.6841,34.2595,Low,High,Low,Low,ON,ON
6.9446,0.02285,18.8657,16.8989,High,High,Low,High,OFF,ON
7.8098,0.04076,27.194,23.5773,High,High,High,Low,ON,OFF
6.8094,0.02294,23.4291,28.4571,High,High,Low,Low,ON,ON
6.9132,0.0221,23.1546,25.1139,High,High,Low,Low,ON,ON
8.4054,0.03416,29.9658,22.4332,High,High,High,Low,ON,OFF
5.9298,0.03088,30.8192,29.1004,Low,High,High,Low,ON,OFF
8.5909,0.02411,22.2691,39.0091,Low,High,Low,Low,ON,ON
5.503,0.03194,19.4328,23.4974,Low,High,Low,Low,ON,ON
5.6948,0.02613,22.6323,20.7011,Low,High,Low,Low,ON,ON
7.908,0.03899,29.546,24.0874,High,High,High,Low,ON,OFF
7.6337,0.04246,22.2596,33.219,High,High,Low,Low,ON,ON
7.4651,0.02832,24.9694,17.9222,High,High,Low,High,OFF,ON
6.3913,0.04278,22.1953,33.7517,Low,High,Low,Low,ON,ON
7.4807,0.02648,30.3079,33.2754,High,High,High,Low,ON,OFF
7.6791,0.01752,19.5441,27.7638,High,High,Low,Low,ON,ON
8.0348,0.03156,26.1508,32.6522,High,High,High,Low,ON,OFF
7.5132,0.03228,19.8038,23.2783,High,High,Low,Low,ON,ON
6.3725,0.02947,30.7149,32.7091,Low,High,High,Low,ON,OFF
5.863,0.02758,30.3815,22.7556,Low,High,High,Low,ON,OFF
8.3423,0.02567,23.619,32.084,High,High,Low,Low,ON,ON
6.5684,0.02682,30.2673,20.8726,High,High,High,Low,ON,OFF
8.1452,0.02069,24.0372,24.9301,High,High,Low,Low,ON,ON
6.4036,0.03858,29.3687,35.5172,Low,High,High,Low,ON,OFF
6.5186,0.01572,23.2487,22.0524,High,High,Low,Low,ON,ON
8.3216,0.01721,24.1391,17.5755,High,High,Low,High,OFF,ON
5.7646,0.01794,29.1625,33.3688,Low,High,High,Low,ON,OFF
8.0652,0.03981,18.0721,36.5885,High,High,Low,Low,ON,ON
7.7196,0.02968,30.6568,17.8741,High,High,High,High,OFF,OFF
7.7761,0.02127,28.8907,25.7228,High,High,High,Low,ON,OFF
8.061,0.02292,19.8172,31.8531,High,High,Low,Low,ON,ON
5.598,0.016,22.4253,25.3717,Low,High,Low,Low,ON,ON
6.2707,0.04244,21.1096,25.2403,Low,High,Low,Low,ON,ON
8.3637,0.02404,25.3796,38.4227,High,High,Low,Low,ON,ON
6.6208,0.02102,30.4938,17.1724,High,High,High,High,OFF,OFF
7.3788,0.01873,29.3037,33.9541,High,High,High,Low,ON,OFF
8.271,0.0256,27.7696,27.7249,High,High,High,Low,ON,OFF
8.9939,0.03908,26.6051,30.2956,Low,High,High,Low,ON,OFF
8.4366,0.01571,24.8231,39.0103,High,High,Low,Low,ON,ON
6.3546,0.0192,19.4639,24.4649,Low,High,Low,Low,ON,ON
6.6658,0.01841,23.4714,26.8894,High,High,Low,Low,ON,ON
6.6882,0.02576,18.8269,37.5947,High,High,Low,Low,ON,ON
8.4268,0.01602,24.3072,30.6644,High,High,Low,Low,ON,ON
6.9971,0.03826,22.2668,38.3818,High,High,Low,Low,ON,ON
7.6195,0.03113,29.2915,34.5274,High,High,High,Low,ON,OFF
5.5641,0.02234,23.1627,35.4579,Low,High,Low,Low,ON,ON
5.9492,0.04464,22.5423,27.1575,Low,High,Low,Low,ON,ON
6.0087,0.02008,23.0461,39.1219,Low,High,Low,Low,ON,ON
5.7337,0.02898,25.022,27.0109,Low,High,Low,Low,ON,ON
8.8886,0.03128,26.5616,39.5972,Low,High,High,Low,ON,OFF
7.409,0.01717,25.6488,39.3494,High,High,Low,Low,ON,ON
7.964,0.02772,19.1958,34.6968,High,High,Low,Low,ON,ON
5.563,0.04412,26.0826,24.9806,Low,High,High,Low,ON,OFF
5.774,0.03797,24.2296,30.9932,Low,High,Low,Low,ON,ON
8.1048,0.0153,30.4596,36.0321,High,High,High,Low,ON,OFF
8.5885,0.04387,18.4236,26.5372,Low,High,Low,Low,ON,ON
6.4582,0.01948,30.6563,26.0097,Low,High,High,Low,ON,OFF
7.6763,0.03152,24.9629,21.8815,High,High,Low,Low,ON,ON
6.701,0.04496,29.523,25.2217,High,High,High,Low,ON,OFF
6.4275,0.01582,20.472,35.4479,Low,High,Low,Low,ON,ON
7.1062,0.01551,21.6283,24.7701,High,High,Low,Low,ON,ON
7.6557,0.03995,29.5597,39.3174,High,High,High,Low,ON,OFF
8.6934,0.04351,21.9997,34.4279,Low,High,Low,Low,ON,ON
7.3703,0.0361,19.0193,21.7129,High,High,Low,Low,ON,ON
5.9836,0.03567,27.7179,39.7612,Low,High,High,Low,ON,OFF
8.464,0.03922,21.4974,17.2783,High,High,Low,High,OFF,ON
8.3903,0.04328,27.4125,19.5412,High,High,High,High,OFF,OFF
6.3049,0.03483,18.9216,39.4836,Low,High,Low,Low,ON,ON
5.6591,0.03031,26.3847,16.5749,Low,High,High,High,OFF,OFF
8.4827,0.02501,22.1678,21.3638,High,High,Low,Low,ON,ON
5.8843,0.02388,20.03,34.5836,Low,High,Low,Low,ON,ON
6.515,0.02664,28.2954,29.0503,High,High,High,Low,ON,OFF
6.4412,0.01539,21.4138,25.9649,Low,High,Low,Low,ON,ON
7.1538,0.02743,20.2242,21.0652,High,High,Low,Low,ON,ON
8.3908,0.02753,20.9364,16.6432,High,High,Low,High,OFF,ON
7.1271,0.01967,23.5384,21.4031,High,High,Low,Low,ON,ON
7.0749,0.01668,28.7254,25.6993,High,High,High,Low,ON,OFF
7.8735,0.02324,19.1228,29.2891,High,High,Low,Low,ON,ON
6.6094,0.04365,29.5179,23.0899,High,High,High,Low,ON,OFF
5.8072,0.01748,24.9986,31.998,Low,High,Low,Low,ON,ON
7.0249,0.03825,20.2636,17.8739,High,High,Low,High,OFF,ON
8.747,0.018,20.7747,26.7751,Low,High,Low,Low,ON,ON
7.3488,0.02699,23.7356,29.6035,High,High,Low,Low,ON,ON
6.51,0.02853,23.7,31.9091,High,High,Low,Low,ON,ON
7.0953,0.03832,27.056,21.8653,High,High,High,Low,ON,OFF
8.4328,0.04409,23.7983,38.0495,High,High,Low,Low,ON,ON
7.1171,0.02495,26.8843,30.3313,High,High,High,Low,ON,OFF
